Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Tuesday,6:00 PM,6:30 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,6:45 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,3:30 PM,6:45 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,5:00 PM,7:00 PM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties.
Tuesday,3:30 PM,7:45 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:45 PM,7:45 PM,CN D,Dance Support,DA,duty,A specific duty or task: Dance Support.
Tuesday,6:45 PM,7:45 PM,CN F,Dance Support,DA,duty,A specific duty or task: Dance Support.
Tuesday,3:30 PM,7:45 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:30 PM,8:40 PM,AC 9,Dance Accomodations,DA,duty,A specific duty or task: Dance Accomodations.
Tuesday,7:45 PM,8:45 PM,CN A,Dance Support,DA,duty,A specific duty or task: Dance Support.
Tuesday,7:45 PM,8:45 PM,CN I,Dance Support,DA,duty,A specific duty or task: Dance Support.
Tuesday,8:40 PM,8:45 PM,AC 9,Dance Accommodations,DA,duty,A specific duty or task: Dance Accommodations.
Tuesday,6:30 PM,8:45 PM,AC 10,Dance Accomodations,DA,duty,A specific duty or task: Dance Accomodations.
Tuesday,6:30 PM,9:00 PM,AC 1,Dance DJ,DA,duty,A specific duty or task: Dance DJ.
Tuesday,6:30 PM,9:00 PM,AC 2,Dance Coordinator,DA,duty,A specific duty or task: Dance Coordinator.
Tuesday,9:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,9:30 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,9:30 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,9:30 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,5:30 PM,9:30 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,8:45 PM,9:30 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,8:45 PM,9:30 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,8:45 PM,10:15 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,10:15 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,3:30 PM,10:15 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:45 PM,10:15 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,10:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:45 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,5:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,8:45 PM,10:15 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:00 PM,10:15 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,6:00 PM,10:15 PM,AC 8,Site-Office,SI,duty,A specific duty or task: Site-Office.
Tuesday,9:30 PM,10:15 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,9:30 PM,10:15 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,10:15 PM,10:25 PM,CN A,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN B,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN C,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN D,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN E,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN F,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN G,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN H,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN I,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,CN J,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 1,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 2,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 3,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 4,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 5,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 6,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 7,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 8,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 9,Lights Out,LI,free,End-of-day procedure.
Tuesday,10:15 PM,10:25 PM,AC 10,Lights Out,LI,free,End-of-day procedure.
Wednesday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 4,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 5,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 6,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 7,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 8,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 9,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:10 AM,7:20 AM,AC 10,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,7:30 AM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:20 AM,8:30 AM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:20 AM,8:30 AM,AC 2,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Wednesday,7:20 AM,8:30 AM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:20 AM,8:30 AM,AC 4,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Wednesday,7:20 AM,8:30 AM,AC 5,Breakfast Coordinator,BR,duty,Support task related to mealtime: Breakfast Coordinator.
Wednesday,7:20 AM,8:30 AM,AC 6,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Wednesday,7:20 AM,8:30 AM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:20 AM,8:30 AM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:20 AM,8:30 AM,AC 9,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Wednesday,7:10 AM,9:00 AM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,9:00 AM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,9:00 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,9:00 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,9:00 AM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:00 AM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:30 AM,9:15 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,9:30 AM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,8:30 AM,9:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,9:30 AM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:00 AM,9:30 AM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:00 AM,9:30 AM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,8:30 AM,9:30 AM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,9:30 AM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:30 AM,9:45 AM,AC 1,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:30 AM,9:45 AM,AC 2,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:30 AM,9:45 AM,AC 3,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:30 AM,9:45 AM,AC 5,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:00 AM,9:45 AM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:30 AM,9:45 AM,AC 7,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:30 AM,9:45 AM,AC 8,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:30 AM,9:45 AM,AC 9,Seating Support,SE,duty,A specific duty or task: Seating Support.
Wednesday,9:45 AM,10:15 AM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,10:30 AM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,10:30 AM,CN B,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:10 AM,10:30 AM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,10:30 AM,CN D,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:00 AM,10:30 AM,CN E,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,7:10 AM,10:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,10:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,10:30 AM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,10:30 AM,CN J,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:45 AM,10:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:45 AM,10:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:45 AM,10:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:15 AM,10:30 AM,AC 4,Music Performance Coordinator (Singers),MU,duty,A specific duty or task: Music Performance Coordinator (Singers).
Wednesday,9:45 AM,10:30 AM,AC 5,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Wednesday,9:45 AM,10:30 AM,AC 6,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Wednesday,7:30 AM,10:30 AM,AC 10,Site-office,SI,duty,A specific duty or task: Site-office.
Wednesday,9:45 AM,11:00 AM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:45 AM,11:15 AM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,10:30 AM,11:30 AM,CN A,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,CN B,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,CN C,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,CN D,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,CN G,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,9:00 AM,11:30 AM,CN H,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,10:30 AM,11:30 AM,AC 1,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,AC 2,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,AC 3,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,11:30 AM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,10:15 AM,11:30 AM,AC 7,Class Coordinator,CL,duty,A specific duty or task: Class Coordinator.
Wednesday,11:15 AM,11:30 AM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,12:00 PM,AC 10,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:15 PM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:15 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:15 PM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:15 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,11:30 AM,12:30 PM,CN A,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:30 PM,CN B,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:30 PM,CN D,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,10:30 AM,12:30 PM,CN E,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,10:30 AM,12:30 PM,CN F,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:30 PM,CN G,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:30 PM,CN H,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:30 AM,12:30 PM,CN I,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,10:30 AM,12:30 PM,CN J,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,12:15 PM,12:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:15 PM,12:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:15 PM,12:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,12:30 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:30 AM,12:30 PM,AC 7,Class Coordinator / CN Coordination Meeting,CL,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:30 PM,AC 8,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,12:30 PM,1:15 PM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,11:00 AM,1:15 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,12:30 PM,1:30 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,11:30 AM,1:30 PM,CN C,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,12:30 PM,1:30 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,CN F,Lunch Support,LU,duty,Support task related to mealtime: Lunch Support.
Wednesday,12:30 PM,1:30 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,CN H,Lunch Support,LU,duty,Support task related to mealtime: Lunch Support.
Wednesday,12:30 PM,1:30 PM,CN I,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,12:30 PM,1:30 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,AC 1,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,12:30 PM,1:30 PM,AC 2,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,12:30 PM,1:30 PM,AC 3,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,10:30 AM,1:30 PM,AC 4,Site-office,SI,duty,A specific duty or task: Site-office.
Wednesday,12:30 PM,1:30 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:15 PM,1:30 PM,AC 6,Lunch Coordinator,LU,duty,Support task related to mealtime: Lunch Coordinator.
Wednesday,12:30 PM,1:30 PM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:15 PM,1:30 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:00 PM,1:30 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,1:30 PM,2:30 PM,CN E,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,CN F,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,CN H,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,2:30 PM,CN I,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,CN J,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,AC 5,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,AC 6,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,AC 9,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:30 PM,AC 10,CN Coordination Meeting,CN,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:30 PM,2:45 PM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,2:45 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,2:45 PM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,2:45 PM,AC 4,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,2:30 PM,2:45 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,2:45 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,2:45 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,2:45 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,1:30 PM,3:30 PM,CN A,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,3:30 PM,CN B,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,1:30 PM,3:30 PM,CN C,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,12:30 PM,3:30 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,3:30 PM,CN F,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,3:30 PM,CN G,Class Support,CL,duty,A specific duty or task: Class Support.
Wednesday,2:30 PM,3:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,3:30 PM,CN I,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,2:45 PM,3:30 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,1:15 PM,3:30 PM,AC 7,Class Coordinator,CL,duty,A specific duty or task: Class Coordinator.
Wednesday,2:45 PM,3:30 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:45 PM,3:30 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,3:30 PM,4:30 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,2:30 PM,4:30 PM,CN E,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,2:30 PM,4:30 PM,CN J,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,3:30 PM,4:30 PM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,1:30 PM,4:30 PM,AC 8,Site-office,SI,duty,A specific duty or task: Site-office.
Wednesday,3:30 PM,5:00 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,3:30 PM,5:00 PM,CN D,Flex Time Support,FL,duty,A specific duty or task: Flex Time Support.
Wednesday,3:30 PM,5:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,3:30 PM,5:00 PM,CN H,Flex Time Support,FL,duty,A specific duty or task: Flex Time Support.
Wednesday,3:30 PM,5:00 PM,AC 1,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,3:30 PM,5:00 PM,AC 2,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,3:30 PM,5:00 PM,AC 3,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,3:30 PM,5:00 PM,AC 4,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,3:30 PM,5:00 PM,AC 5,Variety Show Coordinator,VA,duty,A specific duty or task: Variety Show Coordinator.
Wednesday,3:30 PM,5:00 PM,AC 6,Variety Show Coordinator,VA,duty,A specific duty or task: Variety Show Coordinator.
Wednesday,4:30 PM,6:00 PM,CN A,Dinner Support,DI,duty,Support task related to mealtime: Dinner Support.
Wednesday,5:00 PM,6:00 PM,CN C,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,5:00 PM,6:00 PM,CN G,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,4:30 PM,6:00 PM,CN J,Dinner Support,DI,duty,Support task related to mealtime: Dinner Support.
Wednesday,5:00 PM,6:00 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,4:30 PM,6:00 PM,AC 8,Dinner Coordinator,DI,duty,Support task related to mealtime: Dinner Coordinator.
Wednesday,3:30 PM,6:00 PM,AC 9,Flex Time Coordinator,FL,duty,A specific duty or task: Flex Time Coordinator.
Wednesday,3:30 PM,6:00 PM,AC 10,Flex Time Coordinator,FL,duty,A specific duty or task: Flex Time Coordinator.
Wednesday,5:00 PM,6:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,5:00 PM,6:30 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,5:00 PM,6:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,5:00 PM,6:30 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,5:00 PM,6:30 PM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,6:00 PM,6:30 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:00 PM,6:30 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,6:30 PM,7:15 PM,AC 3,Games Night Accomodations,GA,duty,A specific duty or task: Games Night Accomodations.
Wednesday,6:30 PM,8:00 PM,AC 1,Games Night Accomodations,GA,duty,A specific duty or task: Games Night Accomodations.
Wednesday,6:30 PM,8:00 PM,AC 2,Games Night Support,GA,duty,A specific duty or task: Games Night Support.
Wednesday,6:30 PM,8:00 PM,AC 5,Games Night Support,GA,duty,A specific duty or task: Games Night Support.
Wednesday,6:30 PM,8:00 PM,AC 6,Games Night Support,GA,duty,A specific duty or task: Games Night Support.
Wednesday,4:30 PM,8:00 PM,AC 7,Site-office,SI,duty,A specific duty or task: Site-office.
Wednesday,6:30 PM,8:00 PM,AC 8,Games Night Support,GA,duty,A specific duty or task: Games Night Support.
Wednesday,6:30 PM,8:00 PM,AC 9,Games Night Support,GA,duty,A specific duty or task: Games Night Support.
Wednesday,6:00 PM,8:00 PM,AC 10,Time-off,OF,break,Scheduled break or personal time away from duties.
Wednesday,6:00 PM,8:15 PM,AC 4,Games Night Coordinator,GA,duty,A specific duty or task: Games Night Coordinator.
Wednesday,8:00 PM,8:30 PM,AC 5,Pizza Night Support,PI,duty,A specific duty or task: Pizza Night Support.
Wednesday,7:15 PM,9:00 PM,AC 3,Pizza Night Coordinator,PI,duty,A specific duty or task: Pizza Night Coordinator.
Wednesday,8:15 PM,9:00 PM,AC 4,Time-off,OF,break,Scheduled break or personal time away from duties.
